"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-18 17:03:46","2024-06-18 17:08:58","0","NA","100","311","1","2024-06-18 17:08:59","R_6Gd20GQAc8uCKQi","","","","","NA","NA","anonymous","EN","1","2","2","0","0","64.25","0","0","0","14.139","0","100","0","100","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","45","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-18 16:59:51","2024-06-18 17:09:30","0","NA","100","579","1","2024-06-18 17:09:30","R_1fq5gIGPvT67Cii","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","81.433","0","0","0","15.662","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","0","2","","45","1","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-18 17:04:41","2024-06-18 17:09:47","0","NA","100","306","1","2024-06-18 17:09:48","R_69Xwj1pkYyJmW7n","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","38.937","0","0","0","16.503","0","1,2","100","69","96","18","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","75","2","","71","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 17:06:32","2024-06-18 17:10:20","0","NA","100","228","1","2024-06-18 17:10:21","R_3SjdwxJVgMgiucS","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.861","0","0","0","12.231","0","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","50","2","","67","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:06:33","2024-06-18 17:10:57","0","NA","100","263","1","2024-06-18 17:10:57","R_3HiKWQqqEzcA1u9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.097","28.282","29.07","5","10.336","17.004","17.777","3","1,2","94","4","2","94","24","38","2","1","69","1","","53","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-18 17:07:42","2024-06-18 17:12:05","0","NA","100","263","1","2024-06-18 17:12:06","R_6drZGQhf3KodYny","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.554","0","0","0","15.107","0","81","0","0","94","8","0","","","","","","","","","","","","","","","","2","1","8","2","","53","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-18 17:09:05","2024-06-18 17:12:30","0","NA","100","205","1","2024-06-18 17:12:31","R_1DNhhnzW73QaFQI","","","","","NA","NA","anonymous","EN","1","2","2","0","0","37.521","0","0","0","11.048","0","100","8","100","55","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","50","2","","47","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-18 17:09:21","2024-06-18 17:12:33","0","NA","100","191","1","2024-06-18 17:12:34","R_5VkYnx8a9jFdEcv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.694","0","0","0","18.849","0","1,2","100","0","0","100","1","3","2","1","29","1","","70","7","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-18 17:08:53","2024-06-18 17:12:45","0","NA","100","232","1","2024-06-18 17:12:46","R_3mf1JVOKJmAnbzy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","40.748","0","0","0","14.177","0","100","0","0","100","0","100","","","","","","","","","","","","","","","","2","2","0","1","","73","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-18 17:09:42","2024-06-18 17:14:04","0","NA","100","261","1","2024-06-18 17:14:05","R_3RI0CL59uzbr6gx","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","35.024","0","0","0","12.645","0","1,2","100","10","100","60","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","15","2","","60","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 17:10:56","2024-06-18 17:14:09","0","NA","100","192","1","2024-06-18 17:14:10","R_142aiIheM30AtL7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23.429","0","0","0","13.471","0","1,2","100","0","35","95","5","35","2","1","65","1","","38","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-18 17:13:52","2024-06-18 17:14:21","0","NA","100","28","1","2024-06-18 17:14:22","R_5zus47QqqoowSZq","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-18 17:11:22","2024-06-18 17:15:05","0","NA","100","223","1","2024-06-18 17:15:06","R_7iCl0n2nvmMAcgL","","","","","NA","NA","anonymous","EN","1","2","2","9.347","48.909","49.976","4","10.2","10.2","12.695","1","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","48","1","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-18 17:13:57","2024-06-18 17:16:31","0","NA","100","153","1","2024-06-18 17:16:31","R_5yPXy2sbVT2DX3z","","","","","NA","NA","anonymous","EN","1","2","2","0","0","24.484","0","0","0","24.342","0","92","8","86","25","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","53","1","","38","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-18 17:11:45","2024-06-18 17:16:58","0","NA","100","313","1","2024-06-18 17:16:59","R_3sjkcLX0Jc63exm","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","46.602","0","0","0","37.948","0","1,2","85","74","88","79","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","78","1","","45","5","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:14:19","2024-06-18 17:17:02","0","NA","100","162","1","2024-06-18 17:17:03","R_1VYLiakXMgdHXnr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.939","14.939","15.853","1","0","0","15.644","0","1,2","100","0","0","100","6","0","2","1","20","1","","30","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-18 17:13:21","2024-06-18 17:17:02","0","NA","100","221","1","2024-06-18 17:17:03","R_5asFOAoIH5lEFD6","","","","","NA","NA","anonymous","EN","1","2","2","13.169","13.169","30.574","1","30.809","30.809","33.243","1","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","43","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:14:07","2024-06-18 17:17:22","0","NA","100","194","1","2024-06-18 17:17:22","R_5FQjjLPXQpFKsEV","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.695","2.695","33.468","1","0","0","11.341","0","100","0","0","60","60","70","","","","","","","","","","","","","","","","2","1","30","2","","31","1","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-18 17:13:31","2024-06-18 17:17:26","0","NA","100","235","1","2024-06-18 17:17:27","R_3UgEXGE54mBzb33","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","33.828","0","0","0","11.6","0","1,2","98","0","0","100","0","0","2","1","0","2","","59","1","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-18 17:14:41","2024-06-18 17:17:30","0","NA","100","168","1","2024-06-18 17:17:30","R_6KVZ2G3pzPZYAlr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.085","4.646","38.119","3","0","0","18.961","0","1,2","100","0","0","100","0","0","2","1","19","1","","33","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-18 17:10:54","2024-06-18 17:17:47","0","NA","100","412","1","2024-06-18 17:17:47","R_1GDL64kORWUzovr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.366","67.384","69.096","6","9.744","9.744","11.336","1","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","61","1","","36","3","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-18 17:14:28","2024-06-18 17:18:33","0","NA","100","245","1","2024-06-18 17:18:33","R_6OmH2TnaMVlC0Dv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","34.481","0","0","0","11.213","0","1,2","100","0","100","10","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","20","1","","52","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:16:43","2024-06-18 17:19:03","0","NA","100","139","1","2024-06-18 17:19:03","R_51c9ftBTe3qr7cB","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.783","2.783","13.237","1","0","0","10.862","0","1,2","100","0","5","94","7","8","2","2","19","1","","33","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-18 17:12:31","2024-06-18 17:19:14","0","NA","100","403","1","2024-06-18 17:19:15","R_7Pd9sdHrsMsPVG8","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29.855","0","0","0","29.673","0","100","0","15","100","5","0","","","","","","","","","","","","","","","","2","1","20","1","","32","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-18 17:16:34","2024-06-18 17:19:26","0","NA","100","171","1","2024-06-18 17:19:26","R_5ijLRKefwqihnxi","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","21.162","0","0","0","11.86","0","1,2","4","26","84","76","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","62","1","","33","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:16:44","2024-06-18 17:19:40","0","NA","100","175","1","2024-06-18 17:19:40","R_735pbvkbzQVvOed","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.111","0","0","0","13.465","0","100","0","100","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","65","1","","46","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-18 17:14:48","2024-06-18 17:20:02","0","NA","100","313","1","2024-06-18 17:20:03","R_3r931hWDJWoxiuH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31.852","0","0","0","12.222","0","100","0","0","100","50","0","","","","","","","","","","","","","","","","2","1","18","1","","69","1","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-18 17:13:34","2024-06-18 17:21:23","0","NA","100","469","1","2024-06-18 17:21:24","R_62FSnf6ZxxuAbC8","","","","","NA","NA","anonymous","EN","1","2","2","64.695","64.695","67.447","1","0","0","13.918","0","100","0","100","36","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","65","1","","86","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:18:16","2024-06-18 17:22:13","0","NA","100","237","1","2024-06-18 17:22:14","R_1h0Itw25sp22XV1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.948","0","0","0","13.629","0","1,2","96","23","71","29","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","83","1","","31","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-18 17:19:17","2024-06-18 17:22:30","0","NA","100","192","1","2024-06-18 17:22:30","R_1Ug39Wb0WdSOjvj","","","","","NA","NA","anonymous","EN","1","2","2","0","0","22.725","0","0","0","15.77","0","100","61","100","36","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","0","2","","32","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:12:21","2024-06-18 17:22:36","0","NA","100","615","1","2024-06-18 17:22:36","R_6z6yLHvpfXDU5So","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","16.4","0","0","0","11.601","0","1,2","100","25","100","32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","37","2","","37","1","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 17:16:17","2024-06-18 17:23:09","0","NA","100","412","1","2024-06-18 17:23:10","R_64jUy4qyYkkVGAC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.588","41.333","42.937","2","4.934","16.126","18.274","2","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","10","2","","72","6","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-18 17:22:39","2024-06-18 17:24:43","0","NA","100","124","1","2024-06-18 17:24:45","R_7bK4JQabFfVQxjc","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14.97","0","0","0","14.102","0","100","0","100","100","0","0","","","","","","","","","","","","","","","","1","2","50","2","","45","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-18 17:21:54","2024-06-18 17:25:28","0","NA","100","214","1","2024-06-18 17:25:29","R_6UG6eUiiSfiSZax","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.782","0","11.468","11.468","12.048","1","90","22","100","24","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","70","2","","29","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-18 17:23:11","2024-06-18 17:25:53","0","NA","100","162","1","2024-06-18 17:25:54","R_6j2j5nObh9m6quq","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","24.481","0","0","0","11.133","0","1,2","100","0","0","100","0","0","2","1","0","2","","55","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-18 17:22:15","2024-06-18 17:26:37","0","NA","100","262","1","2024-06-18 17:26:38","R_1YxhnKmhwj83oQL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29.653","0","0","0","15.154","0","1,2","100","100","40","98","15","7","2","1","73","2","","63","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-18 17:24:26","2024-06-18 17:27:39","0","NA","100","192","1","2024-06-18 17:27:40","R_7o7C0CMfL9IygTL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","31.771","0","0","0","12.166","0","1,2","75","20","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","40","1","","60","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:26:20","2024-06-18 17:28:59","0","NA","100","159","1","2024-06-18 17:29:00","R_5NFhaWyxCXIBrON","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.593","0","0","0","11.547","0","100","13","100","50","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","27","2","","46","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-18 17:25:33","2024-06-18 17:29:29","0","NA","100","235","1","2024-06-18 17:29:29","R_5GB48hA0BDwQRmq","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29.203","0","0","0","16.85","0","1,2","100","0","0","5","5","10","2","1","65","2","","70","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-18 17:23:40","2024-06-18 17:30:19","0","NA","100","398","1","2024-06-18 17:30:20","R_7bEeuyOKJB15EuB","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","13.692","0","0","0","11.808","0","100","0","5","100","50","3","","","","","","","","","","","","","","","","2","1","0","1","","29","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-18 17:28:26","2024-06-18 17:30:49","0","NA","100","142","1","2024-06-18 17:30:50","R_1aFWisCmZCcft0V","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.922","0","0","0","11.518","0","1,2","100","100","100","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","50","1","","64","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-18 17:28:47","2024-06-18 17:31:06","0","NA","100","139","1","2024-06-18 17:31:07","R_3CJxcmySU4JIXOa","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.615","0","12.953","12.953","14.661","1","100","18","100","54","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","36","1","","34","6","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-18 17:30:57","2024-06-18 17:36:11","0","NA","100","313","1","2024-06-18 17:36:12","R_51zjNgNeuiRYEP5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.638","0","0","0","20.456","0","1,2","86","85","90","16","87","34","2","1","85","1","","32","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-18 17:33:45","2024-06-18 17:36:47","0","NA","100","181","1","2024-06-18 17:36:47","R_5Y51jt6t9d224jf","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.932","0","11.862","13.744","14.926","2","100","0","10","100","5","0","","","","","","","","","","","","","","","","2","1","10","1","","35","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-18 17:37:01","2024-06-18 17:39:34","0","NA","100","153","1","2024-06-18 17:39:35","R_55uA1xJ97EULEXX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.017","0","0","0","16.037","0","100","7","100","0","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","37","2","","43","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:37:58","2024-06-18 17:40:22","0","NA","100","143","1","2024-06-18 17:40:22","R_3xZ0WC9etgAthnz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.241","0","0","0","15.882","0","1,2","100","25","100","70","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","30","1","","46","6","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:35:54","2024-06-18 17:41:19","0","NA","100","325","1","2024-06-18 17:41:20","R_76WSpV2eG9pAaLT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","27.334","56.607","65.21","4","11.564","24.505","26.74","5","1,2","75","41","83","60","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","40","1","","38","6","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 17:37:49","2024-06-18 17:41:24","0","NA","100","214","1","2024-06-18 17:41:24","R_3p1v59xrAPdfeRb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","27.147","0","0","0","12.099","0","1,2","95","6","7","98","52","20","2","1","11","1","","37","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|avoid_intv|vB_cntf_intv|vA_cntf_intv"
"2024-06-18 17:40:47","2024-06-18 17:42:56","0","NA","100","128","1","2024-06-18 17:42:56","R_3BsUQ3P2mcuZ132","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12.929","0","0","0","11.749","0","1,2","100","0","0","100","0","9","2","1","18","1","","57","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
