"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","av_trust_1_1","av_trust_2_1","av_trust_3_1","av_trust_4_1","av_trust_5_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","trust_scale_DO"
"2023-04-04 20:51:58","2023-04-04 20:57:54","0","NA","100","355","1","2023-04-04 20:57:54","R_2aXgXKKo6GexwDJ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","59.048","0","0","0","13.926","0","85","15","90","80","40","","","","","","","","","","","","","","","1","1","80","60","50","75","50","10","1","","31","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_4|av_trust_2|av_trust_5|av_trust_3"
"2023-04-04 20:56:22","2023-04-04 20:59:01","0","NA","100","159","1","2023-04-04 20:59:02","R_Avq8GdSYKONmmTT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.855","16.929","18.217","5","0","0","13.82","0","100","0","0","100","10","5","2","1","10","5","5","0","80","10","1","","29","4","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1"
"2023-04-04 20:56:57","2023-04-04 21:00:23","0","NA","100","206","1","2023-04-04 21:00:24","R_2fkUoEGiTJnkFr0","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","3.039","17.69","18.587","4","0","0","12.168","0","100","0","40","100","10","20","2","1","10","10","10","60","80","80","2","","32","5","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_1|av_trust_4|av_trust_5|av_trust_2"
"2023-04-04 21:01:04","2023-04-04 21:03:53","0","NA","100","169","1","2023-04-04 21:03:54","R_1iniLioa9Ppmood","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.4","0","0","0","11.051","0","100","5","100","0","10","","","","","","","","","","","","","","","1","1","60","60","60","60","34","67","1","","38","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2"
"2023-04-04 21:02:05","2023-04-04 21:05:26","0","NA","100","201","1","2023-04-04 21:05:27","R_8xcXakHpsftexRD","","","","","NA","NA","anonymous","EN","1","2","2","3.033","10.352","42.25","3","0","0","11.176","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","63","70","72","61","63","27","2","","33","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_1|av_trust_4|av_trust_2|av_trust_3"
"2023-04-04 21:04:22","2023-04-04 21:08:46","0","NA","100","264","1","2023-04-04 21:08:47","R_1Pc5EBp5u9sAGaM","","","","","NA","NA","anonymous","EN","1","2","2","3.688","41.355","42.436","4","12.44","12.44","13.532","1","97","21","93","72","69","","","","","","","","","","","","","","","1","1","3","75","50","40","90","68","1","","52","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_3|av_trust_2"
"2023-04-04 21:04:08","2023-04-04 21:09:22","0","NA","100","313","1","2023-04-04 21:09:22","R_3fWeOIMlPcbbXhu","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","35.887","0","0","0","11.269","0","100","1","1","100","20","40","2","1","0","1","0","0","100","60","2","","51","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_4|av_trust_2|av_trust_5|av_trust_3"
"2023-04-04 21:06:29","2023-04-04 21:09:37","0","NA","100","188","1","2023-04-04 21:09:38","R_2bTAokFl47LWCzQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.075","10.613","11.663","2","2.301","2.301","11.28","1","100","0","0","100","0","10","2","1","70","100","80","90","20","0","2","","24","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_3|av_trust_5|av_trust_2|av_trust_1"
"2023-04-04 21:08:31","2023-04-04 21:11:45","0","NA","100","194","1","2023-04-04 21:11:45","R_4NGpa77uZ4LoVjj","","","","","NA","NA","anonymous","EN","1","2","2","2.855","14.275","16.685","6","1.866","5.572","14.39","4","100","0","100","75","43","","","","","","","","","","","","","","","1","1","74","79","92","89","18","18","2","","25","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5"
"2023-04-04 21:07:35","2023-04-04 21:12:58","0","NA","100","322","1","2023-04-04 21:12:59","R_PuMMLVkhQJWrqPn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","16.737","16.737","19.27","1","9.656","9.656","11.259","1","100","0","0","100","60","30","2","1","50","50","50","50","30","0","2","","29","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_5|av_trust_3|av_trust_4|av_trust_2"
"2023-04-04 21:10:39","2023-04-04 21:14:29","0","NA","100","229","1","2023-04-04 21:14:30","R_viaGxpM7Gu7hi4p","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","12.445","12.445","27.454","1","3.96","3.96","13.571","1","100","0","8","100","1","1","2","1","0","0","0","0","100","85","2","","40","1","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_1|av_trust_3|av_trust_2|av_trust_5"
"2023-04-04 21:11:13","2023-04-04 21:15:30","0","NA","100","256","1","2023-04-04 21:15:30","R_2BtBzXEXjp8PmWC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","27.529","0","0","0","12.314","0","100","0","0","100","0","12","2","1","26","38","26","66","64","4","2","","22","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2"
"2023-04-04 21:13:12","2023-04-04 21:17:43","0","NA","100","270","1","2023-04-04 21:17:43","R_2sZlOgz3V24qJdP","","","","","NA","NA","anonymous","EN","1","2","2","4.661","24.857","26.173","2","0","0","11.323","0","81","81","100","90","72","","","","","","","","","","","","","","","1","1","19","26","28","36","75","0","2","","50","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3"
"2023-04-04 21:17:29","2023-04-04 21:17:59","0","NA","100","30","1","2023-04-04 21:18:00","R_V26wvpRxbvmRnoZ","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 21:16:14","2023-04-04 21:22:34","0","NA","100","380","1","2023-04-04 21:22:35","R_RRHDJRmEPdlt5ER","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.539","0","0","0","19.419","0","100","10","100","100","10","10","2","1","75","75","75","75","25","60","1","","38","5","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_3|av_trust_5|av_trust_2|av_trust_4"
"2023-04-04 21:19:35","2023-04-04 21:22:39","0","NA","100","183","1","2023-04-04 21:22:39","R_22VxfG8SR8aC20J","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.659","0","0","0","11.366","0","90","25","100","60","50","","","","","","","","","","","","","","","1","1","60","60","60","40","40","20","2","","27","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_5|av_trust_1|av_trust_3|av_trust_4"
"2023-04-04 21:15:46","2023-04-04 21:23:50","0","NA","100","484","1","2023-04-04 21:23:50","R_3m1v8ikvTosjkk2","","","","","NA","NA","anonymous","EN","1","2","2","7.743","9.528","21.113","3","0","0","14.902","0","100","67","80","56","75","","","","","","","","","","","","","","","1","1","68","65","67","63","63","68","","","","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4"
"2023-04-04 21:17:04","2023-04-04 21:27:23","0","NA","100","619","1","2023-04-04 21:27:24","R_1NChzr6ps3NJsxy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","34.098","0","0","0","14.97","0","93","0","15","100","50","60","2","1","50","70","50","50","33","29","2","","61","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_5|av_trust_4"
"2023-04-04 21:27:08","2023-04-04 21:27:57","0","NA","100","48","1","2023-04-04 21:28:03","R_12bC4B9LFJSu5Hx","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 21:26:36","2023-04-04 21:32:36","0","NA","100","359","1","2023-04-04 21:32:36","R_1Lh5NHdVQAspvL6","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","44.195","45.332","46.684","2","0","0","13.155","0","100","100","0","100","5","4","2","1","1","10","16","20","75","0","2","","43","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2"
"2023-04-04 21:25:38","2023-04-04 21:32:44","0","NA","100","425","1","2023-04-04 21:32:45","R_2OPWOj4Eh5w6R2J","","","","","NA","NA","anonymous","EN","1","2","2","0","0","24.061","0","0","0","100.723","0","100","0","100","20","20","","","","","","","","","","","","","","","1","1","10","10","10","10","90","70","1","","50","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3"
"2023-04-04 21:20:12","2023-04-04 21:33:04","0","NA","100","772","1","2023-04-04 21:33:05","R_3esHxGIUedsPf4J","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","50.345","50.345","52.138","1","0","0","18.501","0","93","54","45","100","69","90","2","1","38","11","17","29","38","90","2","","37","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4"
"2023-04-04 21:25:31","2023-04-04 21:34:45","0","NA","100","553","1","2023-04-04 21:34:45","R_3EzrwbmNbqDFFXh","","","","","NA","NA","anonymous","EN","1","2","2","0","0","49.81","0","0","0","20.32","0","100","91","100","100","84","","","","","","","","","","","","","","","1","1","34","14","24","9","100","0","2","","50","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1"
"2023-04-04 21:35:37","2023-04-04 21:35:57","0","NA","100","20","1","2023-04-04 21:35:58","R_2Y4i5BNR7jl21WN","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 21:27:41","2023-04-04 21:36:06","0","NA","100","505","1","2023-04-04 21:36:07","R_2317StnDTtiIuyY","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","35.437","0","0","0","15.303","0","85","50","70","100","70","100","2","1","0","10","10","0","95","0","2","","65","7","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1"
"2023-04-04 21:34:37","2023-04-04 21:36:42","0","NA","100","125","1","2023-04-04 21:36:43","R_3NyzLNxsKE7cRc4","","","","","NA","NA","anonymous","EN","1","2","2","0","0","10.993","0","0","0","11.094","0","95","10","100","40","70","","","","","","","","","","","","","","","1","1","11","29","22","31","85","40","2","","34","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4"
"2023-04-04 21:35:49","2023-04-04 21:39:58","0","NA","100","249","1","2023-04-04 21:39:59","R_238Y8p9YoNBVPvm","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.474","0","0","0","10.997","0","99","5","96","6","10","","","","","","","","","","","","","","","1","1","92","65","83","82","17","5","2","","25","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_4|av_trust_3|av_trust_5|av_trust_1"
"2023-04-04 21:48:27","2023-04-04 21:52:08","0","NA","100","220","1","2023-04-04 21:52:09","R_2ykqu8M0M8dou16","","","","","NA","NA","anonymous","EN","1","2","2","0","0","19.135","0","0","0","11.09","0","90","75","100","70","70","","","","","","","","","","","","","","","1","1","10","0","10","80","80","40","1","","23","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_3|av_trust_4|av_trust_2|av_trust_5"
"2023-04-04 21:47:56","2023-04-04 21:52:28","0","NA","100","271","1","2023-04-04 21:52:28","R_3qZNSwn06fpJr6Z","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.036","0","0","0","11.312","0","95","0","1","95","5","20","2","1","85","85","50","50","10","10","1","","27","5","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_3|av_trust_4|av_trust_2|av_trust_5"
"2023-04-04 21:45:35","2023-04-04 21:53:46","0","NA","100","491","1","2023-04-04 21:53:47","R_22DDEe30lfGdPV5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.19","0","0","0","11.748","0","100","0","95","12","100","88","1","2","33","68","46","40","75","37","2","","23","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_1|av_trust_3|av_trust_4|av_trust_2"
"2023-04-04 21:51:03","2023-04-04 21:53:57","0","NA","100","174","1","2023-04-04 21:53:58","R_110X4HmJkLVAa2V","","","","","NA","NA","anonymous","EN","1","2","2","2.203","18.292","19.336","2","0","0","18.523","0","100","0","100","0","0","","","","","","","","","","","","","","","2","1","31","33","27","29","100","100","1","","29","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_2|av_trust_3|av_trust_1|av_trust_4"
"2023-04-04 21:50:13","2023-04-04 21:56:20","0","NA","100","366","1","2023-04-04 21:56:21","R_2WSCVFx7AMMtTkB","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","39.782","0","0","0","29.202","0","100","0","10","100","9","0","2","1","30","40","30","40","70","70","2","","38","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_4|av_trust_2|av_trust_5|av_trust_3"
"2023-04-04 21:53:33","2023-04-04 21:56:26","0","NA","100","172","1","2023-04-04 21:56:26","R_1BXirkCR1uAzFtQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.805","0","0","0","11.318","0","100","0","0","100","10","6","2","1","11","14","16","10","80","13","1","","39","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_1|av_trust_5|av_trust_2|av_trust_4"
"2023-04-04 21:53:25","2023-04-04 21:56:53","0","NA","100","208","1","2023-04-04 21:56:54","R_3hGwHqzrIc7pq6D","","","","","NA","NA","anonymous","EN","1","2","2","0","0","15.016","0","0","0","11.433","0","100","20","100","75","70","","","","","","","","","","","","","","","1","1","70","35","60","60","60","20","1","","35","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_2|av_trust_4|av_trust_5|av_trust_3"
"2023-04-04 21:51:36","2023-04-04 21:59:26","0","NA","100","469","1","2023-04-04 21:59:26","R_OvCZHBYnwdJPbKp","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","68.247","0","0","0","33.935","0","96","1","12","100","5","50","2","1","36","30","51","42","82","0","1","","30","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_4|av_trust_2|av_trust_3|av_trust_1"
"2023-04-04 21:58:14","2023-04-04 22:01:16","0","NA","100","182","1","2023-04-04 22:01:17","R_O9hYPbcRLe0uc37","","","","","NA","NA","anonymous","EN","1","2","2","1.972","6.378","19.312","4","15.439","16.255","17.436","2","100","0","100","100","0","","","","","","","","","","","","","","","1","1","80","90","80","100","0","100","1","","36","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_1|av_trust_2|av_trust_5|av_trust_4"
"2023-04-04 21:59:00","2023-04-04 22:03:46","0","NA","100","286","1","2023-04-04 22:03:47","R_Wup1ygyNdZCfotj","","","","","NA","NA","anonymous","EN","1","2","2","6.325","8.852","29.728","5","0","0","16.395","0","95","10","100","41","33","","","","","","","","","","","","","","","1","1","60","78","75","78","22","11","1","","37","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_2|av_trust_1|av_trust_4|av_trust_3"
"2023-04-04 21:59:18","2023-04-04 22:04:37","0","NA","100","318","1","2023-04-04 22:04:37","R_1mFpMZtC4FtyCtz","","","","","NA","NA","anonymous","EN","1","2","2","0","0","29.626","0","0","0","12.167","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","0","0","0","0","100","0","1","","65","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_2|av_trust_3|av_trust_1|av_trust_4"
"2023-04-04 21:59:12","2023-04-04 22:06:19","0","NA","100","426","1","2023-04-04 22:06:20","R_1GOAtq2mA58XNOK","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","22.633","54.433","56.567","3","24.631","24.631","26.985","1","100","0","0","90","85","100","2","1","10","14","29","24","95","75","2","","46","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_3|av_trust_2|av_trust_4|av_trust_5"
"2023-04-04 22:07:47","2023-04-04 22:09:54","0","NA","100","127","1","2023-04-04 22:09:55","R_1q88PkODxiVgFtT","","","","","NA","NA","anonymous","EN","1","2","2","0","0","15.114","0","0","0","10.872","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","60","60","40","40","20","70","1","","23","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3"
"2023-04-04 22:04:31","2023-04-04 22:10:13","0","NA","100","341","1","2023-04-04 22:10:13","R_3O7E08CkMaV98G4","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","40.941","0","0","0","16.35","0","100","0","0","50","50","40","2","1","0","0","0","0","100","25","1","","37","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_4|av_trust_5|av_trust_2|av_trust_3"
"2023-04-04 22:10:50","2023-04-04 22:11:09","0","NA","100","19","1","2023-04-04 22:11:09","R_3LjOqWbymgrnZ1h","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 22:12:50","2023-04-04 22:15:31","0","NA","100","160","1","2023-04-04 22:15:32","R_2zFSSFTV6SWX8xG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.913","0","0","0","13.966","0","50","51","50","50","50","50","2","2","50","52","50","50","50","50","2","","39","5","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_1|av_trust_2|av_trust_5|av_trust_3"
"2023-04-04 22:11:31","2023-04-04 22:15:43","0","NA","100","252","1","2023-04-04 22:15:44","R_ZpBESR17FZU5e3n","","","","","NA","NA","anonymous","EN","1","2","2","5.61","6.53","22.107","2","10.552","10.552","11.256","1","83","31","100","0","0","","","","","","","","","","","","","","","1","1","78","19","31","24","54","18","2","","28","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2"
"2023-04-04 22:08:49","2023-04-04 22:17:11","0","NA","100","501","1","2023-04-04 22:17:12","R_1ImksWIYiodI84m","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","69.109","0","0","0","20.004","0","92","14","61","100","22","32","2","1","62","60","63","66","39","42","2","","37","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_3|av_trust_2|av_trust_1|av_trust_5"
"2023-04-04 22:17:20","2023-04-04 22:25:43","0","NA","100","503","1","2023-04-04 22:25:43","R_1H1pEQVqFcQSNOg","","","","","NA","NA","anonymous","EN","1","2","2","0","0","47.949","0","0","0","17.078","0","100","4","97","6","5","","","","","","","","","","","","","","","1","1","55","68","46","37","54","50","1","","23","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_2|av_trust_3"
"2023-04-04 22:23:36","2023-04-04 22:27:46","0","NA","100","249","1","2023-04-04 22:27:46","R_27CoCkC0a0I6SGr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.757","0","30.283","30.283","31.492","1","100","0","0","100","50","40","2","1","31","35","92","38","55","33","2","","74","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_2|av_trust_5|av_trust_3|av_trust_4"
"2023-04-04 22:32:33","2023-04-04 22:35:13","0","NA","100","159","1","2023-04-04 22:35:13","R_2P1kqOP5Ecy0R8y","","","","","NA","NA","anonymous","EN","1","2","2","0","0","20.366","0","0","0","11.005","0","95","5","100","40","16","","","","","","","","","","","","","","","1","1","67","67","55","67","35","10","1","","34","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2"
"2023-04-04 22:36:24","2023-04-04 22:42:35","0","NA","100","371","1","2023-04-04 22:42:36","R_1iajJmA7JrxqLob","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","41.018","0","0","0","12.511","0","100","0","35","98","40","25","2","1","30","15","25","15","90","35","2","","56","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_1|av_trust_3|av_trust_5|av_trust_4"
"2023-04-04 22:40:33","2023-04-04 22:48:06","0","NA","100","452","1","2023-04-04 22:48:07","R_3PXnww03xMWgvU9","","","","","NA","NA","anonymous","EN","1","2","2","0","0","29.372","0","0","0","17.893","0","100","40","100","88","75","","","","","","","","","","","","","","","1","1","0","55","1","4","99","0","1","","51","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_3|av_trust_2|av_trust_5|av_trust_1"
