StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liab_AV_cnstr_1,vB_frm_liab_AV_cnstr_1,vA_cntrfctl_AV_cnstr_1,vB_cntrfctl_AV_cnstr_1,avoid_AV_cnstr_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liab_cnstr_1,vB_drivr_liab_cnstr_1,vB_frm_liab_cnstr_1,vA_cntrfctl_cnstr_1,vB_cntrfctl_cnstr_1,avoid_cnstr_1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,vA_liab_AV_1,vB_frm_liab_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,vA_liab_1,vB_drivr_liab_1,vB_frm_liab_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,pol_affiliation_1,driving_ability_1,FL_4_DO,questions_1_AV_cnstr_DO,questions_2_AV_cnstr_DO,questions_1_cnstr_DO,questions_2_cnstr_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-05-09 04:02:45,2023-05-09 04:06:36,0,73.160.190.231,100,230,1,2023-05-09 04:06:36,R_1IurzV8aBMDHOqK,,,,,40.8566,-74.8389,anonymous,EN,1,2,2,0,0,14.22,0,0,0,63.131,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80,1,,45,4,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 04:03:35,2023-05-09 04:07:45,0,173.91.200.207,100,250,1,2023-05-09 04:07:46,R_cUDo7Kny9grpgS5,,,,,41.1054,-80.6905,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.345,0,0,0,15.654,0,100,0,0,100,10,10,2,1,60,2,,44,4,,,,FL_58,,,,,,,Q243|vA_liab|vB_frm_liab|vB_drivr_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-09 04:05:28,2023-05-09 04:07:50,0,76.182.23.198,100,142,1,2023-05-09 04:07:50,R_bPX8na1wdUwwRmp,,,,,35.5831,-78.7881,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.212,0,0,0,13.067,0,63,71,35,83,82,85,1,2,79,2,,52,1,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vB_frm_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-09 04:19:14,2023-05-09 04:22:39,0,162.205.193.244,100,204,1,2023-05-09 04:22:39,R_RKovFkT3iwMoQuJ,,,,,41.8508,-87.8791,anonymous,EN,1,2,2,,,,,,,,,,,,,,11.254,24.562,26.922,3,16.639,17.734,19.402,2,100,6,0,100,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,45,2,,60,3,,,,FL_40,,,Q90|vA_liab_cnstr|vB_drivr_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 04:17:36,2023-05-09 04:28:48,0,136.226.85.74,100,672,1,2023-05-09 04:28:49,R_1o0Fwu1RT52VmRu,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,322.197,0,0,0,12.267,0,100,5,100,5,5,,,,,,,,,,,,,,,1,1,60,2,,46,3,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 04:32:38,2023-05-09 04:36:39,0,152.86.240.53,100,241,1,2023-05-09 04:36:40,R_29s3OovC0CmfdsU,,,,,36.397,-86.1707,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.784,17.87,20.495,6,2.156,7.557,10.586,5,100,0,100,0,10,,,,,,,,,,,,,,,1,1,60,2,,25,1,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 04:24:01,2023-05-09 04:38:24,0,75.39.198.99,100,862,1,2023-05-09 04:38:24,R_1N965i5Ko1ECoPV,,,,,36.1835,-94.1762,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.641,197.383,198.537,6,2.944,2.944,12.25,1,100,0,0,94,0,10,2,1,68,1,,42,3,,,,FL_58,,,,,,,Q243|vA_liab|vB_drivr_liab|vB_frm_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 04:34:57,2023-05-09 04:39:42,0,71.59.97.1,100,284,1,2023-05-09 04:39:42,R_w4NMuHcaiX5delH,,,,,39.2156,-74.7068,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.95,33.971,35.421,2,20.656,20.656,22.453,1,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,2,,79,1,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 04:37:39,2023-05-09 04:41:02,0,47.221.178.235,100,203,1,2023-05-09 04:41:03,R_2QJnGTfjRb8dMbf,,,,,30.6411,-97.7511,anonymous,EN,1,2,2,0,0,27.04,0,0,0,11.831,0,92,19,92,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,1,,45,3,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 04:38:51,2023-05-09 04:41:35,0,107.210.99.231,100,163,1,2023-05-09 04:41:35,R_xygihnzwuvVCxgt,,,,,37.168,-93.3039,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.301,17.601,21.241,3,4.04,10.575,11.399,4,95,17,100,24,79,,,,,,,,,,,,,,,1,1,23,1,,27,5,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 04:39:47,2023-05-09 04:42:18,0,74.101.45.95,100,151,1,2023-05-09 04:42:19,R_3F5m6LaOBK2dnx4,,,,,40.6115,-74.0156,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.366,0,0,0,11.613,0,95,2,6,97,6,3,2,1,11,1,,32,5,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vA_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-09 04:38:14,2023-05-09 04:42:24,0,98.157.213.109,100,249,1,2023-05-09 04:42:24,R_xr2Y6Pxc9jbNxoB,,,,,42.0753,-80.0671,anonymous,EN,1,2,2,7.602,38.834,43.848,8,3.92,6.673,11.053,3,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,67,1,,31,3,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 04:40:23,2023-05-09 04:42:41,0,23.118.209.185,100,138,1,2023-05-09 04:42:42,R_2YsN4WB2vufPGgW,,,,,41.5882,-81.5492,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.894,0,0,0,10.723,0,100,0,0,100,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,60,1,,37,3,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vA_liab_cnstr|vB_drivr_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 04:41:35,2023-05-09 04:43:18,0,70.113.23.231,100,102,1,2023-05-09 04:43:18,R_1pRpWIKHMLwZLyg,,,,,30.2627,-97.7467,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.315,0,0,0,11.054,0,100,0,0,100,0,0,2,1,50,1,,32,4,,,,FL_58,,,,,,,Q243|vB_frm_liab|vB_drivr_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-09 04:51:53,2023-05-09 04:56:15,0,104.186.18.174,100,261,1,2023-05-09 04:56:15,R_XIkCza8G8u5LmBr,,,,,35.2494,-81.3812,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.956,33.714,34.379,7,1.614,8.298,11.323,4,100,20,100,50,0,,,,,,,,,,,,,,,1,1,0,2,,38,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-09 04:53:41,2023-05-09 04:59:10,0,71.76.200.62,100,328,1,2023-05-09 04:59:11,R_1g0gRvpc3RtP5vb,,,,,36.1168,-80.0837,anonymous,EN,1,2,2,,,,,,,,,,,,,,7.421,7.421,25.774,1,0,0,18.658,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,29,3,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 04:54:10,2023-05-09 04:59:18,0,24.180.180.27,100,308,1,2023-05-09 04:59:19,R_5b7BK9x9Bv0Egnf,,,,,41.9053,-83.476,anonymous,EN,1,2,2,15.338,45.159,48.405,3,5.459,5.459,19.241,1,93,46,70,69,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,,42,3,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 04:56:43,2023-05-09 05:01:58,0,172.58.232.12,100,315,1,2023-05-09 05:02:00,R_3spmuucGHcGIPva,,,,,40.7643,-74.148,anonymous,EN,1,2,2,2.486,51.822,58.316,13,11.685,12.636,13.062,2,73,23,75,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,1,,49,7,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 05:10:30,2023-05-09 05:10:56,0,47.32.90.45,100,25,1,2023-05-09 05:10:56,R_BPRvytS1B0ZkS77,,,,,33.0242,-85.072,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09 05:13:31,2023-05-09 05:16:11,0,98.60.173.128,100,160,1,2023-05-09 05:16:12,R_2VQmQSPe6YkfNiq,,,,,35.0781,-106.6583,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.701,0,0,0,10.868,0,100,0,0,100,70,60,2,1,5,1,,50,4,,,,FL_58,,,,,,,Q243|vB_frm_liab|vB_drivr_liab|vA_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 05:13:31,2023-05-09 05:17:46,0,99.76.140.115,100,255,1,2023-05-09 05:17:46,R_2uy9OCEZVuEKDq1,,,,,39.9714,-86.1295,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.257,0,0,0,11.688,0,50,100,35,34,61,,,,,,,,,,,,,,,1,2,69,2,,52,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 05:16:26,2023-05-09 05:19:42,0,69.251.80.165,100,195,1,2023-05-09 05:19:42,R_3QF6v1Vf10JTc0a,,,,,39.4799,-76.2955,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.911,3.911,21.897,1,7.761,9.976,13.839,2,10,80,42,54,23,,,,,,,,,,,,,,,1,2,35,2,,44,3,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 05:16:34,2023-05-09 05:21:12,0,73.67.3.138,100,278,1,2023-05-09 05:21:13,R_3D8yMaJVZxijG7c,,,,,39.0518,-94.4046,anonymous,EN,1,2,2,8.172,8.172,32.69,1,0,0,14.302,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,1,,56,2,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 05:15:02,2023-05-09 05:25:29,0,73.18.228.22,100,626,1,2023-05-09 05:25:30,R_efwxIKTfE1t2VuV,,,,,42.5229,-82.8842,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,75.755,0,13.079,13.079,13.885,1,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,60,1,,33,4,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vB_drivr_liab_cnstr|vA_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 05:32:36,2023-05-09 05:35:19,0,96.245.185.14,100,162,1,2023-05-09 05:35:19,R_R4dAcGTxu0484H7,,,,,40.0146,-75.7136,anonymous,EN,1,2,2,0,0,15.238,0,11.149,11.149,12.138,1,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,50,4,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 05:32:31,2023-05-09 05:38:23,0,74.88.77.74,100,351,1,2023-05-09 05:38:24,R_1o0f6FJEZsJ9sBy,,,,,40.8622,-73.8902,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,61.164,0,0,0,12.013,0,75,50,74,79,71,,,,,,,,,,,,,,,1,1,70,2,,46,3,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-09 05:37:15,2023-05-09 05:39:48,0,173.25.198.220,100,153,1,2023-05-09 05:39:49,R_3sdC6YnU916bfmN,,,,,41.5859,-88.9089,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17.745,0,0,0,11.28,0,100,0,0,100,5,5,2,1,2,1,,36,4,,,,FL_58,,,,,,,Q243|vA_liab|vB_drivr_liab|vB_frm_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 05:43:34,2023-05-09 05:46:37,0,107.9.198.35,100,182,1,2023-05-09 05:46:37,R_XzzveN9JRXEhWGl,,,,,39.9275,-82.0032,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.348,17.941,18.941,7,2.412,18.189,18.776,3,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,30,3,,,,FL_40,,,Q90|vA_liab_cnstr|vB_drivr_liab_cnstr|vB_frm_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 05:45:15,2023-05-09 05:49:31,0,198.37.242.50,100,256,1,2023-05-09 05:49:32,R_bl7wgGmgu9di5IB,,,,,38.2132,-84.5455,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.531,0,0,0,21.637,0,100,0,4,100,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,38,2,,38,4,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vA_liab_cnstr|vB_drivr_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 05:51:07,2023-05-09 05:55:22,0,65.189.51.86,100,254,1,2023-05-09 05:55:23,R_3ivVqVSkJOzANyQ,,,,,39.722,-84.0327,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.706,0,0,0,16.383,0,97,0,7,97,96,93,2,1,13,2,,28,3,,,,FL_58,,,,,,,Q243|vA_liab|vB_frm_liab|vB_drivr_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 05:52:54,2023-05-09 05:55:35,0,24.27.44.119,100,160,1,2023-05-09 05:55:35,R_3kCgCWMJja0X1hP,,,,,30.5154,-97.6689,anonymous,EN,1,2,2,0.833,2.91,22.482,6,0,0,10.852,0,95,3,100,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34,2,,36,6,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 05:55:25,2023-05-09 05:57:50,0,71.34.13.37,100,145,1,2023-05-09 05:57:51,R_12PdUZiWJPkr0GG,,,,,45.0196,-93.2402,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.362,0,0,0,11.394,0,100,8,100,88,82,,,,,,,,,,,,,,,1,1,0,2,,42,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-09 05:57:49,2023-05-09 06:00:40,0,75.118.35.85,100,170,1,2023-05-09 06:00:40,R_3MFhCcGRxLSEMQS,,,,,39.9881,-83.0479,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.483,0,0,0,11.722,0,100,0,10,100,0,1,2,1,20,1,,27,4,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vA_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-09 06:09:26,2023-05-09 06:11:50,0,68.59.86.220,100,143,1,2023-05-09 06:11:50,R_Oqm2Tu114KOq1mp,,,,,30.2108,-84.3205,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.358,0,0,0,11.36,0,100,0,0,99,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,46,4,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 06:11:10,2023-05-09 06:11:59,0,24.12.39.137,100,48,1,2023-05-09 06:11:59,R_BVA4LY9wBHeJwjf,,,,,41.6133,-87.0446,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09 06:12:33,2023-05-09 06:15:20,0,172.58.122.41,100,166,1,2023-05-09 06:15:20,R_3qdPFxMex9lwMJt,,,,,42.3761,-83.0775,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.982,17.638,19.122,2,1.834,7.509,10.81,2,90,10,100,0,79,,,,,,,,,,,,,,,1,1,60,1,,30,5,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-09 06:15:37,2023-05-09 06:19:02,0,172.58.122.50,100,204,1,2023-05-09 06:19:03,R_1ovd79abU56ZuHX,,,,,42.3761,-83.0775,anonymous,EN,1,2,2,1.848,34.606,35.552,3,0,0,16.84,0,100,1,100,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,57,2,,35,4,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 06:17:40,2023-05-09 06:21:11,0,107.115.239.81,100,210,1,2023-05-09 06:21:11,R_zcdikrDiNKgxtLP,,,,,38.5774,-90.6709,anonymous,EN,1,2,2,,,,,,,,,,,,,,27.706,27.706,28.557,1,0,0,11.666,0,100,0,0,100,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,70,1,,36,4,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 06:18:56,2023-05-09 06:21:39,0,107.220.20.227,100,162,1,2023-05-09 06:21:39,R_2VaOH2N6R9v6bbX,,,,,39.7436,-86.1158,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518,4.88,17.914,4,0,0,11.391,0,100,0,19,100,60,60,2,1,82,1,,23,4,,,,FL_58,,,,,,,Q243|vA_liab|vB_frm_liab|vB_drivr_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 06:22:12,2023-05-09 06:27:00,0,108.245.107.203,100,288,1,2023-05-09 06:27:01,R_yEc0QCTvcYpoINz,,,,,41.6538,-86.1631,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.571,0,0,0,18.888,0,90,60,100,99,91,,,,,,,,,,,,,,,1,1,18,2,,71,4,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-09 06:28:58,2023-05-09 06:31:10,0,217.180.202.97,100,132,1,2023-05-09 06:31:11,R_3qmwkeqVpNTjk08,,,,,37.9643,-84.4703,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.564,0,0,0,14.015,0,0,0,100,12,86,,,,,,,,,,,,,,,1,1,7,2,,23,4,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-09 06:32:03,2023-05-09 06:32:14,0,172.59.216.150,100,11,1,2023-05-09 06:32:15,R_3ManBdhhuhvL0ub,,,,,35.2135,-80.8218,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09 06:30:48,2023-05-09 06:33:15,0,64.251.52.164,100,147,1,2023-05-09 06:33:16,R_cx6hky4cTwbhmtX,,,,,41.0965,-73.4277,anonymous,EN,1,2,2,6.947,6.947,13.501,1,0,0,11.139,0,100,0,83,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,2,,26,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 06:27:46,2023-05-09 06:36:00,0,100.16.255.117,100,494,1,2023-05-09 06:36:02,R_1OB25bMLWDxMCFT,,,,,38.9744,-76.4931,anonymous,EN,1,2,2,0,0,61.703,0,0,0,12.703,0,95,5,98,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,19,2,,57,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-09 06:32:53,2023-05-09 06:36:28,0,174.244.20.254,100,215,1,2023-05-09 06:36:29,R_To1tHK0JRMjU5lD,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,,,,,,,,,,,,,,7.034,7.034,36.989,1,0,0,26.2,0,100,0,25,100,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,11,1,,50,3,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vB_drivr_liab_cnstr|vA_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 06:33:03,2023-05-09 06:37:42,0,159.116.253.73,100,279,1,2023-05-09 06:37:43,R_2119CHNvW6V4z2w,,,,,41.6697,-83.6071,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.722,0,0,0,12.736,0,100,0,0,100,0,50,2,1,10,1,,34,4,,,,FL_58,,,,,,,Q243|vB_frm_liab|vA_liab|vB_drivr_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-09 06:36:15,2023-05-09 06:39:30,0,72.87.116.88,100,194,1,2023-05-09 06:39:30,R_3oF7C8QbmfusuUj,,,,,41.7689,-71.4758,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,30.387,0,0,0,11.354,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,56,3,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-09 06:40:15,2023-05-09 06:43:15,0,96.245.74.130,100,180,1,2023-05-09 06:43:16,R_3nJJwDeW349IliQ,,,,,40.1136,-74.9396,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.015,0,0,0,10.983,0,60,90,100,100,100,,,,,,,,,,,,,,,1,2,0,2,,37,4,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
