"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","av_trust_1_1","av_trust_2_1","av_trust_3_1","av_trust_4_1","av_trust_5_1","Q219_First.Click","Q219_Last.Click","Q219_Page.Submit","Q219_Click.Count","vA_sue_AV_1","vB_mnfctr_sue_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q220_First.Click","Q220_Last.Click","Q220_Page.Submit","Q220_Click.Count","vA_sue_1","vB_mnfctr_sue_1","vB_driver_sue_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","cruise_familiarity","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","trust_scale_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO"
"2024-05-10 10:32:15","2024-05-10 10:37:18","0","NA","100","303","1","2024-05-10 10:37:18","R_7prIhi0a8VbfgIe","","","","","NA","NA","anonymous","EN","1","2","2","20","20","50","50","81","33.607","64.65","66.633","6","100","50","100","75","50","","","","","","","","","","","1","1","2","0","2","","35","3","","FL_39","Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 10:34:27","2024-05-10 10:37:47","0","NA","100","200","1","2024-05-10 10:37:48","R_2XGqLzlZjgPmL8l","","","","","NA","NA","anonymous","EN","1","2","2","90","90","100","80","20","","","","","","","","","","0","0","29.153","0","100","0","0","100","30","0","2","1","2","30","1","","42","3","","FL_40","Q241|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 10:35:03","2024-05-10 10:38:29","0","NA","100","205","1","2024-05-10 10:38:29","R_3m35028ama7FIxW","","","","","NA","NA","anonymous","EN","1","2","2","75","80","90","95","85","","","","","","","","","","58.837","58.837","59.283","1","90","75","85","85","85","90","1","2","1","90","2","","22","4","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vB_cntrfctl|avoid|vA_cntrfctl"
"2024-05-10 10:33:39","2024-05-10 10:38:34","0","NA","100","295","1","2024-05-10 10:38:35","R_7EWqSml1HqzJCwM","","","","","NA","NA","anonymous","EN","1","2","2","71","71","71","71","20","60.148","69.816","70.26","6","92","29","97","38","23","","","","","","","","","","","1","1","2","38","2","","36","4","","FL_39","Q241|av_trust_4|av_trust_5|av_trust_2|av_trust_3|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 10:19:58","2024-05-10 10:40:06","0","NA","100","1207","1","2024-05-10 10:40:06","R_1mF6QvrcGHUyj1l","","","","","NA","NA","anonymous","EN","1","2","2","32","38","27","17","64","29.893","29.893","33.019","1","84","27","97","55","34","","","","","","","","","","","1","1","2","55","1","","35","5","","FL_39","Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-10 10:40:01","2024-05-10 10:43:55","0","NA","100","233","1","2024-05-10 10:43:56","R_5mmJ9CEg1rGsHAz","","","","","NA","NA","anonymous","EN","1","2","2","2","0","0","0","96","14.896","26.681","28.1","5","19","10","50","50","8","","","","","","","","","","","1","1","2","56","2","","43","5","","FL_39","Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_5|av_trust_3","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-10 10:40:29","2024-05-10 10:44:17","0","NA","100","227","1","2024-05-10 10:44:17","R_1thzmJTrNOB28DL","","","","","NA","NA","anonymous","EN","1","2","2","38","63","10","8","71","","","","","","","","","","46.448","46.448","47.288","1","91","0","19","100","29","31","1","1","2","38","1","","37","5","","FL_40","Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_1|av_trust_4","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 10:41:43","2024-05-10 10:44:25","0","NA","100","161","1","2024-05-10 10:44:26","R_1kQSWt3Bn6EZ0Pf","","","","","NA","NA","anonymous","EN","1","2","2","34","20","19","19","67","","","","","","","","","","0","0","29.256","0","85","12","36","100","16","16","2","1","2","33","2","","37","4","","FL_40","Q241|av_trust_4|av_trust_2|av_trust_3|av_trust_1|av_trust_5","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-10 10:42:21","2024-05-10 10:44:38","0","NA","100","136","1","2024-05-10 10:44:38","R_1XcIUNxe8Cb5yRq","","","","","NA","NA","anonymous","EN","1","2","2","75","75","0","0","25","0","0","20.634","0","100","0","100","0","0","","","","","","","","","","","1","1","2","60","2","","27","3","","FL_39","Q241|av_trust_5|av_trust_1|av_trust_3|av_trust_4|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 10:35:33","2024-05-10 10:45:25","0","NA","100","592","1","2024-05-10 10:45:26","R_7zFOsgxPhkEzgcB","","","","","NA","NA","anonymous","EN","1","2","2","20","38","20","65","75","0","0","64.131","0","90","10","86","40","40","","","","","","","","","","","1","1","2","11","2","","24","4","","FL_39","Q241|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-10 10:39:26","2024-05-10 10:47:03","0","NA","100","457","1","2024-05-10 10:47:04","R_1CiVbdbEe2MXHFJ","","","","","NA","NA","anonymous","EN","1","2","2","30","20","20","19","80","","","","","","","","","","0","0","56.394","0","42","0","21","92","40","13","2","1","2","0","2","","34","5","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_3|av_trust_4","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-10 10:40:38","2024-05-10 10:47:04","0","NA","100","385","1","2024-05-10 10:47:04","R_6wAM16oHNTTH5Tz","","","","","NA","NA","anonymous","EN","1","2","2","60","60","70","50","40","58.845","102.422","103.996","3","100","10","100","100","50","","","","","","","","","","","1","1","2","20","2","","60","6","","FL_39","Q241|av_trust_1|av_trust_4|av_trust_5|av_trust_3|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-10 10:46:09","2024-05-10 10:48:07","0","NA","100","117","1","2024-05-10 10:48:07","R_5eAqtjlQkWKHcFr","","","","","NA","NA","anonymous","EN","1","2","2","78","74","87","90","71","0","0","1.971","0","85","80","80","75","85","","","","","","","","","","","1","2","1","90","2","","35","4","","FL_39","Q241|av_trust_3|av_trust_2|av_trust_4|av_trust_5|av_trust_1","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-10 10:43:28","2024-05-10 10:50:11","0","NA","100","402","1","2024-05-10 10:50:11","R_2LGrHzebSKiImjk","","","","","NA","NA","anonymous","EN","1","2","2","60","60","60","60","50","","","","","","","","","","0","0","49.982","0","70","40","40","75","40","40","2","1","2","30","2","","33","4","","FL_40","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 10:49:15","2024-05-10 10:53:03","0","NA","100","228","1","2024-05-10 10:53:04","R_6exFeRHEDpleN5w","","","","","NA","NA","anonymous","EN","1","2","2","27","0","36","0","70","","","","","","","","","","0","0","39.788","0","100","0","0","100","33","24","2","1","2","11","2","","35","5","","FL_40","Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_4|av_trust_2","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-10 10:52:37","2024-05-10 10:53:25","0","NA","100","47","1","2024-05-10 10:53:25","R_5ar8hlEsq9nBo2D","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 10:52:46","2024-05-10 10:56:18","0","NA","100","212","1","2024-05-10 10:56:18","R_3H7905T2HbhhKwx","","","","","NA","NA","anonymous","EN","1","2","2","75","82","80","80","25","0","0","46.967","0","100","0","100","0","10","","","","","","","","","","","1","1","2","70","1","","49","6","","FL_39","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_3|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:00:25","2024-05-10 11:00:47","0","NA","100","22","1","2024-05-10 11:00:48","R_2Ck7Ztt0Dy2ID2O","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 10:53:32","2024-05-10 11:01:19","0","NA","100","466","1","2024-05-10 11:01:20","R_5SiNUXVzxXMiCCU","","","","","NA","NA","anonymous","EN","1","2","2","25","64","50","24","56","5.144","78.232","81.885","18","100","58","100","49","51","","","","","","","","","","","1","1","2","0","1","","67","1","","FL_39","Q241|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:00:17","2024-05-10 11:01:57","0","NA","100","99","1","2024-05-10 11:01:57","R_6kgFPJB0C2Nz54Z","","","","","NA","NA","anonymous","EN","1","2","2","60","62","66","71","60","0","0","8.232","0","69","87","78","97","82","","","","","","","","","","","1","2","2","72","1","","24","4","","FL_39","Q241|av_trust_5|av_trust_1|av_trust_4|av_trust_2|av_trust_3","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 10:51:19","2024-05-10 11:04:45","0","NA","100","806","1","2024-05-10 11:04:46","R_7EFSKgFJ2vEOWbW","","","","","NA","NA","anonymous","EN","1","2","2","55","60","60","60","35","","","","","","","","","","0","0","56.933","0","100","33","70","89","69","64","2","1","2","50","2","","30","4","","FL_40","Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-10 11:07:58","2024-05-10 11:08:35","0","NA","100","37","1","2024-05-10 11:08:36","R_5FMMmwGtbGHsBS9","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 11:04:45","2024-05-10 11:10:27","0","NA","100","341","1","2024-05-10 11:10:27","R_2uVqUbygvmjsTsX","","","","","NA","NA","anonymous","EN","1","2","2","14","29","12","18","90","38.857","70.961","77.75","3","85","78","60","99","89","","","","","","","","","","","1","1","2","31","1","","43","4","","FL_39","Q241|av_trust_1|av_trust_4|av_trust_5|av_trust_3|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:06:32","2024-05-10 11:10:41","0","NA","100","249","1","2024-05-10 11:10:42","R_7YcfuoivwZCdAHz","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","11.712","57.284","57.97","9","60","80","80","80","100","70","2","2","2","80","2","","35","3","","FL_40","Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_2|av_trust_3","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vB_cntrfctl|avoid|vA_cntrfctl"
"2024-05-10 11:11:44","2024-05-10 11:16:01","0","NA","100","256","1","2024-05-10 11:16:02","R_1JjU9rsQg55w3QK","","","","","NA","NA","anonymous","EN","1","2","2","0","60","20","80","70","2.7","59.553","61.791","12","100","0","100","10","10","","","","","","","","","","","1","1","2","30","2","","37","5","","FL_39","Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:13:54","2024-05-10 11:16:06","0","NA","100","131","1","2024-05-10 11:16:06","R_1TuPUok5zZNHlIJ","","","","","NA","NA","anonymous","EN","1","2","2","30","70","70","70","34","0","0","18.941","0","80","60","86","39","29","","","","","","","","","","","1","1","2","51","2","","54","4","","FL_39","Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_1|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-10 11:16:20","2024-05-10 11:16:48","0","NA","100","28","1","2024-05-10 11:16:48","R_2V1I4gm4QnOqmJd","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 11:13:09","2024-05-10 11:16:53","0","NA","100","224","1","2024-05-10 11:16:54","R_872tyNcMJGz66SI","","","","","NA","NA","anonymous","EN","1","2","2","27","39","52","48","71","","","","","","","","","","0","0","21.095","0","70","47","52","74","54","53","2","1","2","32","2","","24","4","","FL_40","Q241|av_trust_5|av_trust_2|av_trust_1|av_trust_4|av_trust_3","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-10 11:11:55","2024-05-10 11:17:20","0","NA","100","324","1","2024-05-10 11:17:20","R_7clPmFJO1uCYMfv","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","100","100","0","0","51.677","0","100","0","50","0","0","","","","","","","","","","","1","1","2","0","2","","49","1","","FL_39","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_3|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:16:26","2024-05-10 11:17:57","0","NA","100","90","1","2024-05-10 11:17:58","R_2CD8PkqEggJLtbc","","","","","NA","NA","anonymous","EN","1","2","2","66","76","76","82","63","","","","","","","","","","3.688","7.905","8.769","6","69","62","32","80","65","32","2","1","2","69","1","","37","4","","FL_40","Q241|av_trust_2|av_trust_3|av_trust_4|av_trust_5|av_trust_1","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-10 11:13:31","2024-05-10 11:18:04","0","NA","100","273","1","2024-05-10 11:18:04","R_7sFHba4KZRa4QPT","","","","","NA","NA","anonymous","EN","1","2","2","40","35","44","35","65","","","","","","","","","","0","0","81.792","0","70","20","30","90","35","40","2","1","2","35","1","","34","4","","FL_40","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 11:12:44","2024-05-10 11:18:29","0","NA","100","344","1","2024-05-10 11:18:30","R_3IpfV4lvVs8BiZl","","","","","NA","NA","anonymous","EN","1","2","2","10","10","2","10","75","","","","","","","","","","0","0","45.594","0","90","20","25","100","60","10","2","1","2","4","1","","53","3","","FL_40","Q241|av_trust_5|av_trust_4|av_trust_2|av_trust_1|av_trust_3","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-10 11:16:26","2024-05-10 11:19:21","0","NA","100","175","1","2024-05-10 11:19:21","R_7M5w68z6Kow6KOQ","","","","","NA","NA","anonymous","EN","1","2","2","95","93","96","96","3","0","0","16.841","0","99","10","97","91","53","","","","","","","","","","","1","1","2","35","1","","53","4","","FL_39","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:16:25","2024-05-10 11:20:24","0","NA","100","238","1","2024-05-10 11:20:24","R_82ctu1yzagnZyed","","","","","NA","NA","anonymous","EN","1","2","2","25","35","46","59","70","","","","","","","","","","56.626","75.346","77.184","2","72","6","41","98","63","72","2","1","2","5","1","","48","4","","FL_40","Q241|av_trust_2|av_trust_5|av_trust_1|av_trust_3|av_trust_4","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 11:15:52","2024-05-10 11:20:50","0","NA","100","297","1","2024-05-10 11:20:50","R_5EaifBHwTdwCBys","","","","","NA","NA","anonymous","EN","1","2","2","62","62","62","60","42","0","0","59.083","0","100","2","99","2","0","","","","","","","","","","","1","1","2","30","2","","65","3","","FL_39","Q241|av_trust_4|av_trust_5|av_trust_1|av_trust_2|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:21:59","2024-05-10 11:22:46","0","NA","100","46","1","2024-05-10 11:22:47","R_6l0X6nrKx3qgjtL","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 11:11:32","2024-05-10 11:23:11","0","NA","100","699","1","2024-05-10 11:23:11","R_6c0z18yAtH3u9SF","","","","","NA","NA","anonymous","EN","1","2","2","81","71","81","80","20","0","0","59.205","0","100","0","100","61","0","","","","","","","","","","","1","1","2","40","1","","57","3","","FL_39","Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_2|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:19:35","2024-05-10 11:24:59","0","NA","100","323","1","2024-05-10 11:24:59","R_5qLcmEYgwsam449","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","9.356","39.926","46.863","6","100","0","92","10","10","","","","","","","","","","","1","1","2","4","2","","42","1","","FL_39","Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:19:20","2024-05-10 11:25:50","0","NA","100","389","1","2024-05-10 11:25:50","R_223rJa5FlzqXU1X","","","","","NA","NA","anonymous","EN","1","2","2","0","5","0","70","100","","","","","","","","","","0","0","62.259","0","100","100","100","100","90","100","2","1","1","0","1","","38","4","","FL_40","Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_5|av_trust_3","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-10 11:20:37","2024-05-10 11:25:57","0","NA","100","320","1","2024-05-10 11:25:57","R_2YJvmMHo0JZ4pWi","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","64.778","0","100","10","100","100","100","50","2","1","2","0","2","","57","4","","FL_40","Q241|av_trust_5|av_trust_2|av_trust_1|av_trust_3|av_trust_4","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 11:21:27","2024-05-10 11:26:44","0","NA","100","317","1","2024-05-10 11:26:45","R_1ti0MURzoiWRf1q","","","","","NA","NA","anonymous","EN","1","2","2","36","26","54","58","87","","","","","","","","","","0","0","60.564","0","100","25","58","100","60","71","2","1","2","69","2","","25","4","","FL_40","Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 11:27:38","2024-05-10 11:32:47","0","NA","100","309","1","2024-05-10 11:32:48","R_7NfeGrBYFWsDl8F","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","0","0","9.377","0","100","18","100","80","14","","","","","","","","","","","1","1","2","5","2","","47","4","","FL_39","Q241|av_trust_1|av_trust_3|av_trust_5|av_trust_4|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:18:20","2024-05-10 11:32:53","0","NA","100","873","1","2024-05-10 11:32:54","R_1ONtEwv52zpsB01","","","","","NA","NA","anonymous","EN","1","2","2","60","80","50","75","45","0","0","108.818","0","100","80","100","80","80","","","","","","","","","","","1","1","2","10","1","","55","1","","FL_39","Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_2|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-10 11:33:43","2024-05-10 11:34:07","0","NA","100","23","1","2024-05-10 11:34:08","R_72p1R4sLHuUVAYN","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-10 11:30:24","2024-05-10 11:34:42","0","NA","100","258","1","2024-05-10 11:34:43","R_5C1jtiLggXY5DcV","","","","","NA","NA","anonymous","EN","1","2","2","16","25","55","55","80","0","0","54.03","0","21","64","76","30","63","","","","","","","","","","","1","1","2","19","2","","40","3","","FL_39","Q241|av_trust_5|av_trust_1|av_trust_4|av_trust_3|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:34:18","2024-05-10 11:39:23","0","NA","100","304","1","2024-05-10 11:39:23","R_3JCTJg3HUV5fZle","","","","","NA","NA","anonymous","EN","1","2","2","19","50","30","50","29","0","0","44.482","0","100","20","74","50","71","","","","","","","","","","","1","1","2","19","2","","49","4","","FL_39","Q241|av_trust_1|av_trust_5|av_trust_2|av_trust_3|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-10 11:36:01","2024-05-10 11:39:36","0","NA","100","214","1","2024-05-10 11:39:37","R_2IhIS0R3TOglwjf","","","","","NA","NA","anonymous","EN","1","2","2","12","0","14","11","82","","","","","","","","","","0.773","8.053","39.301","3","82","20","0","100","7","0","2","1","2","0","2","","40","3","","FL_40","Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_4|av_trust_3","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-10 11:24:47","2024-05-10 11:39:57","0","NA","100","910","1","2024-05-10 11:39:58","R_5aCSoCgS0RScTFu","","","","","NA","NA","anonymous","EN","1","2","2","50","50","45","50","50","","","","","","","","","","0","0","124.668","0","50","30","10","80","50","50","2","1","2","30","1","","48","4","","FL_40","Q241|av_trust_1|av_trust_3|av_trust_2|av_trust_4|av_trust_5","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-10 11:35:06","2024-05-10 11:40:12","0","NA","100","305","1","2024-05-10 11:40:12","R_60GxMzJRFyyzL8c","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","32.127","0","100","53","50","100","23","71","2","1","2","0","2","","43","1","","FL_40","Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_1|av_trust_4","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vB_cntrfctl|avoid|vA_cntrfctl"
"2024-05-10 11:32:05","2024-05-10 11:40:40","0","NA","100","514","1","2024-05-10 11:40:40","R_7tm3Gjhl5LQdiYH","","","","","NA","NA","anonymous","EN","1","2","2","22","31","31","24","80","1.574","56.328","57.472","11","86","19","95","17","70","","","","","","","","","","","1","1","2","13","2","","60","5","","FL_39","Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_4|av_trust_1","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 11:40:28","2024-05-10 11:43:41","0","NA","100","192","1","2024-05-10 11:43:41","R_37bLkVqcHnwOHmN","","","","","NA","NA","anonymous","EN","1","2","2","0","11","11","10","87","","","","","","","","","","0","0","59.012","0","100","9","27","100","59","63","2","1","2","3","1","","50","5","","FL_40","Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_2|av_trust_3","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-10 11:37:50","2024-05-10 11:43:48","0","NA","100","357","1","2024-05-10 11:43:48","R_1HeEkkJUgwfqUII","","","","","NA","NA","anonymous","EN","1","2","2","0","10","0","0","95","0","0","47.363","0","85","50","70","60","50","","","","","","","","","","","1","1","2","30","2","","32","4","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_3|av_trust_4|av_trust_1","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-10 11:40:16","2024-05-10 11:45:18","0","NA","100","302","1","2024-05-10 11:45:19","R_1g2SPDiZFKl7wc1","","","","","NA","NA","anonymous","EN","1","2","2","20","60","40","40","82","0","0","31.08","0","71","92","73","82","100","","","","","","","","","","","2","2","2","40","2","","51","4","","FL_39","Q241|av_trust_1|av_trust_5|av_trust_3|av_trust_4|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-10 11:44:01","2024-05-10 11:47:24","0","NA","100","202","1","2024-05-10 11:47:24","R_2uPYNYxMWMEw1fC","","","","","NA","NA","anonymous","EN","1","2","2","69","82","68","83","8","","","","","","","","","","0","0","21.015","0","93","50","93","98","97","92","2","2","2","17","2","","34","5","","FL_40","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
