"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","pol_affiliation_1","driving_ability_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","moderators_DO"
"2023-04-06 17:00:51","2023-04-06 17:06:44","0","NA","100","352","1","2023-04-06 17:06:45","R_1CknTqaUNutgZtH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.205","0","0","0","10.935","0","100","0","0","100","76","58","2","1","0","55","53","1","","22","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:02:16","2023-04-06 17:06:45","0","NA","100","269","1","2023-04-06 17:06:45","R_2TLExfB0pAIc0r1","","","","","NA","NA","anonymous","EN","1","2","2","6.145","19.603","21.121","3","0","0","11.9","0","99","0","100","90","60","","","","","","","","","","","","","","","1","1","0","100","0","2","","24","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:01:19","2023-04-06 17:06:46","0","NA","100","327","1","2023-04-06 17:06:47","R_W975ThWRFchCgcV","","","","","NA","NA","anonymous","EN","1","2","2","0","0","122.846","0","0","0","13.058","0","100","0","100","55","58","","","","","","","","","","","","","","","1","2","51","42","54","1","","63","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:08","2023-04-06 17:06:48","0","NA","100","160","1","2023-04-06 17:06:49","R_1jcAzklNiurH3Ws","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.19","0","0","0","11.569","0","100","0","85","15","60","","","","","","","","","","","","","","","1","1","42","75","70","1","","21","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:37","2023-04-06 17:06:48","0","NA","100","251","1","2023-04-06 17:06:49","R_3qdL35iqnAKViXZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","40.05","0","10.79","10.79","11.154","1","100","0","0","100","0","0","2","1","50","47","35","1","","26","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:01:46","2023-04-06 17:06:49","0","NA","100","302","1","2023-04-06 17:06:49","R_3nxh8ZZTDKMFcoV","","","","","NA","NA","anonymous","EN","1","2","2","10.978","41.452","44.167","3","15.766","15.766","17.07","1","70","70","75","25","35","","","","","","","","","","","","","","","1","1","27","25","10","2","","23","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:01:34","2023-04-06 17:06:50","0","NA","100","316","1","2023-04-06 17:06:51","R_pDvWIFiGqDVA0yR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.98","4.98","30.399","1","6.486","14.488","15.582","2","82","18","4","86","28","50","2","1","69","23","75","1","","24","8","some high school","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:10","2023-04-06 17:06:53","0","NA","100","283","1","2023-04-06 17:06:54","R_2sR92hnoxGclG8b","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.8","0","0","0","12.107","0","100","0","0","100","0","0","2","2","0","100","70","1","","44","2","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:02","2023-04-06 17:06:55","0","NA","100","172","1","2023-04-06 17:06:55","R_8CDOck1ZB2bqJa1","","","","","NA","NA","anonymous","EN","1","2","2","7.065","12.581","48.613","4","0","0","11.067","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","10","50","30","1","","38","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:22","2023-04-06 17:06:59","0","NA","100","216","1","2023-04-06 17:06:59","R_1OOx7Y628LxsIfO","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.4","0","0","0","11.588","0","100","0","0","100","0","0","2","1","45","91","5","1","","42","5","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:40","2023-04-06 17:07:00","0","NA","100","79","1","2023-04-06 17:07:00","R_24juuDXu2dxSF5C","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-06 17:01:47","2023-04-06 17:07:02","0","NA","100","315","1","2023-04-06 17:07:03","R_23WBYF8x4vi8ZcS","","","","","NA","NA","anonymous","EN","1","2","2","0","0","38.646","0","0","0","14.991","0","95","9","96","96","95","","","","","","","","","","","","","","","1","1","28","100","60","2","","61","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:30","2023-04-06 17:07:02","0","NA","100","152","1","2023-04-06 17:07:03","R_2t5Lb6IbJk3TrTk","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.236","0","0","0","11.557","0","80","0","100","30","40","","","","","","","","","","","","","","","1","1","50","50","50","2","","33","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:49","2023-04-06 17:07:03","0","NA","100","134","1","2023-04-06 17:07:04","R_2SJP8Tgg1OGb3m3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","17.608","0","0","0","14.491","0","100","0","10","100","15","10","2","1","85","60","43","1","","35","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:17","2023-04-06 17:07:04","0","NA","100","166","1","2023-04-06 17:07:05","R_25FWJdNtpslopmY","","","","","NA","NA","anonymous","EN","1","2","2","0","0","20.815","0","0","0","11.167","0","100","61","100","62","68","","","","","","","","","","","","","","","1","1","0","28","35","4","nonbinary","31","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:00","2023-04-06 17:07:04","0","NA","100","184","1","2023-04-06 17:07:05","R_10O9AOTNCuE8g6c","","","","","NA","NA","anonymous","EN","1","2","2","0","0","42.267","0","0","0","11.161","0","100","10","100","10","10","","","","","","","","","","","","","","","1","1","80","40","60","1","","30","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:02:51","2023-04-06 17:07:06","0","NA","100","254","1","2023-04-06 17:07:07","R_pyjDPZG8X7Yj6ut","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","49.719","0","5.174","5.174","18.873","1","100","8","0","100","30","25","2","1","50","71","23","1","","66","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:20","2023-04-06 17:07:08","0","NA","100","288","1","2023-04-06 17:07:09","R_3UyvgvlTqXX044F","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.032","0","0","0","12.939","0","100","4","0","100","30","28","2","1","65","100","79","1","","43","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:00:19","2023-04-06 17:07:10","0","NA","100","411","1","2023-04-06 17:07:10","R_2E6jALvhkPymcfM","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","44.245","0","0","0","18.394","0","94","3","10","94","49","30","1","1","52","90","31","2","","48","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:24","2023-04-06 17:07:11","0","NA","100","167","1","2023-04-06 17:07:12","R_3qPOyfbnE3ndZiy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.427","0","0","0","12.268","0","100","0","0","100","0","0","2","1","0","80","27","1","","38","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:59","2023-04-06 17:07:13","0","NA","100","193","1","2023-04-06 17:07:14","R_12hhbos1Ii1mytG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","7.949","7.949","32.057","1","3.455","3.455","11.979","1","90","0","25","100","20","15","2","1","100","100","10","1","","38","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:01:06","2023-04-06 17:07:13","0","NA","100","367","1","2023-04-06 17:07:14","R_1FkxYB2rnU8EDgi","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","28.497","28.908","30.302","3","0","0","13.747","0","100","0","50","100","0","9","2","1","50","92","20","2","","49","5","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:57","2023-04-06 17:07:17","0","NA","100","199","1","2023-04-06 17:07:17","R_2qgxNPg8CLjXlmj","","","","","NA","NA","anonymous","EN","1","2","2","0","0","27.995","0","0","0","18.937","0","100","0","100","0","20","","","","","","","","","","","","","","","1","1","50","100","26","2","","28","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:07","2023-04-06 17:07:17","0","NA","100","189","1","2023-04-06 17:07:17","R_1N8KFL2pwucv7o5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.185","0","0","0","11.273","0","90","2","10","95","55","55","2","1","25","45","15","1","","26","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:03:26","2023-04-06 17:07:17","0","NA","100","230","1","2023-04-06 17:07:18","R_1r0Q7njZl48GuhN","","","","","NA","NA","anonymous","EN","1","2","2","0","0","28.661","0","0","0","16.601","0","100","60","100","18","16","","","","","","","","","","","","","","","1","1","0","100","35","2","","68","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:27","2023-04-06 17:07:17","0","NA","100","229","1","2023-04-06 17:07:18","R_21uYZXD1bg8b1W1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","30.023","0","0","0","12.72","0","100","0","1","100","5","5","2","1","65","90","15","1","","52","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:01:42","2023-04-06 17:07:18","0","NA","100","336","1","2023-04-06 17:07:19","R_3DhEigbdBsPDHLH","","","","","NA","NA","anonymous","EN","1","2","2","2.44","19.316","20.978","2","0","0","11.96","0","91","5","94","20","41","","","","","","","","","","","","","","","1","1","90","33","30","1","","57","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:01:39","2023-04-06 17:07:20","0","NA","100","340","1","2023-04-06 17:07:20","R_1dzR1X33DaEIyXZ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","39.61","0","0","0","16.02","0","100","30","100","60","40","","","","","","","","","","","","","","","1","1","50","80","60","1","","31","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:01:39","2023-04-06 17:07:20","0","NA","100","340","1","2023-04-06 17:07:20","R_247NR7UuSvQfISA","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.525","5.104","34.432","2","24.359","24.359","25.853","1","100","6","30","100","56","36","2","1","50","50","86","1","","32","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:03:45","2023-04-06 17:07:21","0","NA","100","216","1","2023-04-06 17:07:21","R_BG82RZGpvsMwxGh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","5.244","24.837","26.112","2","0","0","11.261","0","95","5","35","100","30","15","2","1","20","50","10","1","","34","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:20","2023-04-06 17:07:22","0","NA","100","301","1","2023-04-06 17:07:22","R_1jHcg4vwMZEH5Hg","","","","","NA","NA","anonymous","EN","1","2","2","12.995","12.995","34.119","1","0","0","17.699","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","0","50","0","2","","25","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:12","2023-04-06 17:07:23","0","NA","100","130","1","2023-04-06 17:07:23","R_2A0WfKTvEWtTdQQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.905","0","0","0","11.15","0","100","0","0","100","0","0","2","1","27","78","24","2","","25","4","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:54","2023-04-06 17:07:23","0","NA","100","29","1","2023-04-06 17:07:24","R_2rN6Zrx87TnqxPA","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-06 17:04:02","2023-04-06 17:07:24","0","NA","100","202","1","2023-04-06 17:07:24","R_31RdfZTlumwLbyw","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.604","0","0","0","72.495","0","89","12","94","28","32","","","","","","","","","","","","","","","1","1","50","59","39","1","","29","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:07","2023-04-06 17:07:24","0","NA","100","316","1","2023-04-06 17:07:25","R_3p06TpGtyYBQ2zX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.577","0","0","0","34.013","0","73","5","77","8","49","","","","","","","","","","","","","","","1","1","25","54","24","1","","30","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:20","2023-04-06 17:07:25","0","NA","100","304","1","2023-04-06 17:07:25","R_78qfTYTO9wbbzyx","","","","","NA","NA","anonymous","EN","1","2","2","34.768","34.768","37.218","1","0","0","12.534","0","90","10","90","10","10","","","","","","","","","","","","","","","1","1","10","75","30","1","","36","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:03:21","2023-04-06 17:07:25","0","NA","100","243","1","2023-04-06 17:07:26","R_VP5oG09JKWWPPwJ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.861","0","0","0","12.811","0","100","0","0","94","94","76","2","1","100","50","0","2","","51","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:19","2023-04-06 17:07:25","0","NA","100","185","1","2023-04-06 17:07:26","R_O9diyccBnVc6Yg1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","12.084","12.084","14.326","1","0","0","10.929","0","100","0","0","100","20","10","2","1","40","50","55","1","","37","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:34","2023-04-06 17:07:26","0","NA","100","291","1","2023-04-06 17:07:27","R_323FZJDrcKvdBzQ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.832","0","0","0","11.132","0","91","65","100","82","82","","","","","","","","","","","","","","","1","1","50","50","70","1","","28","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:03","2023-04-06 17:07:27","0","NA","100","263","1","2023-04-06 17:07:27","R_1GCdoTmgMrX2s9E","","","","","NA","NA","anonymous","EN","1","2","2","4.821","18.491","19.631","3","4.29","4.29","12","1","88","59","96","65","59","","","","","","","","","","","","","","","1","1","66","64","22","1","","40","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:01:31","2023-04-06 17:07:28","0","NA","100","357","1","2023-04-06 17:07:29","R_1duWBAsE1784aVC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","5.934","35.632","36.274","2","12.534","12.534","14.247","1","100","0","0","100","0","0","2","1","55","75","20","2","","62","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:58","2023-04-06 17:07:33","0","NA","100","275","1","2023-04-06 17:07:34","R_cToh2tpEOAUM6yJ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.355","0","0","0","17.003","0","100","15","0","25","85","25","2","1","90","35","60","1","","57","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:01:11","2023-04-06 17:07:35","0","NA","100","384","1","2023-04-06 17:07:36","R_rrquWqD3d0uc5G1","","","","","NA","NA","anonymous","EN","1","2","2","0","0","31.332","0","0","0","12.927","0","100","75","80","58","85","","","","","","","","","","","","","","","1","1","50","80","61","1","","41","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:43","2023-04-06 17:07:40","0","NA","100","296","1","2023-04-06 17:07:40","R_3ESVs2IzAocszq8","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.83","0","0","0","16.285","0","100","0","0","100","0","0","2","1","50","50","20","1","","42","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:39","2023-04-06 17:07:39","0","NA","100","240","1","2023-04-06 17:07:40","R_ZKVcgFLlsA6CHM5","","","","","NA","NA","anonymous","EN","1","2","2","12.492","31.312","32.438","3","18.835","18.835","19.903","1","88","18","92","74","20","","","","","","","","","","","","","","","1","1","100","85","86","2","","34","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:02:51","2023-04-06 17:07:40","0","NA","100","288","1","2023-04-06 17:07:40","R_2Qm2enYempx7HUC","","","","","NA","NA","anonymous","EN","1","2","2","12.797","12.797","13.074","1","0","0","17.329","0","0","100","0","100","100","","","","","","","","","","","","","","","1","1","70","100","0","2","","30","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:11","2023-04-06 17:07:40","0","NA","100","209","1","2023-04-06 17:07:41","R_6VdZEpRApvKe4vv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.155","0","0","0","15.5","0","95","0","7","100","18","5","2","1","70","58","32","1","","24","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:03:55","2023-04-06 17:07:41","0","NA","100","225","1","2023-04-06 17:07:41","R_22y6IGPlblHPv2k","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","41.577","0","0","0","10.791","0","100","0","0","100","10","10","1","1","50","44","0","1","","31","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:02","2023-04-06 17:07:41","0","NA","100","158","1","2023-04-06 17:07:42","R_1JJf0e7q9nWWuMg","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","18.935","21.597","24.31","2","0","0","11.472","0","90","21","3","73","54","37","2","1","0","52","67","1","","46","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:42","2023-04-06 17:07:42","0","NA","100","179","1","2023-04-06 17:07:42","R_3CK33kS4VOSap51","","","","","NA","NA","anonymous","EN","1","2","2","0","0","22.361","0","0","0","20.624","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","100","28","31","1","","37","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:17","2023-04-06 17:07:42","0","NA","100","264","1","2023-04-06 17:07:43","R_zUOjZOEi5XinlER","","","","","NA","NA","anonymous","EN","1","2","2","0","0","20.976","0","0","0","11.08","0","100","0","99","62","73","","","","","","","","","","","","","","","1","1","93","76","40","2","","37","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:01:18","2023-04-06 17:07:43","0","NA","100","385","1","2023-04-06 17:07:43","R_3R9hgk5C2MXXjBO","","","","","NA","NA","anonymous","EN","1","2","2","0","0","67.525","0","0","0","16.229","0","100","0","100","60","20","","","","","","","","","","","","","","","1","1","50","80","25","2","","53","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:01:11","2023-04-06 17:07:43","0","NA","100","391","1","2023-04-06 17:07:44","R_cZ2iIZ214QxSn7j","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.905","0","0","0","11.474","0","100","0","0","100","0","9","2","1","0","70","20","4","Nonbinary","20","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:15","2023-04-06 17:07:44","0","NA","100","208","1","2023-04-06 17:07:44","R_3Gd0nn2WXqb7OuH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.255","0","0","0","17.823","0","80","0","20","100","5","2","2","1","0","30","25","1","","31","2","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:45","2023-04-06 17:07:44","0","NA","100","178","1","2023-04-06 17:07:45","R_2uPrvUiVBDYt9BH","","","","","NA","NA","anonymous","EN","1","2","2","0","0","20.474","0","0","0","12.437","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","78","50","71","1","","49","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:39","2023-04-06 17:07:46","0","NA","100","186","1","2023-04-06 17:07:46","R_1OrI70gNJkePVxo","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.063","0","0","0","11.993","0","100","0","0","100","60","50","2","1","46","50","4","1","","58","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
